Type,Item Code,Consumer Description,Product Description,Brand,Category,Format,Variant,BUoM/ Pack Size,UoM,Pack/Case,HSN Code,Shelf Life,Shelf Life UoM,Sourcing Unit,Case/ Pallet,Layer/ Pallet,Pack/Unit,Case Length (mm),Case Width (mm),Case Height (mm),Sides UoM,Net Weight,Gross Weight,Wt. UoM,EAN/ Barcode,MRP,GST (%),Show / Hide,Combi Type,Combi Type Int
FG,68868184,Dove Body Polish Pom & Shea Butter 298 gms X 12,DOVE BDY POLSH POM SDS&SHEA BTR 12X10.5OZ 298 gms,Dove,Skin Care,Body Polish,Pom & Shea Butter 298 gms,298,gms,12,,24,Month,US,260,13,1,,,,,,,,,799,18%,Yes,,
FG,68868183,Dove Body Polish Mac & Rice Milk 298 gms X 12,DOVE BODY POLISH CD MAC&RCE MLK 12X10.5OZ 298 gms,Dove,Skin Care,Body Polish,Mac & Rice Milk 298 gms,298,gms,12,,24,Month,US,260,13,1,,,,,,,,,799,18%,Yes,,
FG,68868182,Dove Body Polish Almond & Mango 298 gms X 12,DOVE BP CRSHD ALMND&MNGO BTR 12X10.5OZ,Dove,Skin Care,Body Polish,Almond & Mango 298 gms,298,gms,12,,24,Month,US,260,13,1,,,,,,,,,799,18%,Yes,,
FG,68745592,Dove Body Polish Crushed Lavender & Coconut Milk 298 gms X 6,Dove BP Crushed Lavender & Coconut Milk 6X10.5OZ 298 gms,Dove,Skin Care,Body Polish,Crushed Lavender & Coconut Milk 298 gms,298,gms,6,,24,Month,UEBV,192,8,1,,,,,,,,,799,18%,Yes,,
FG,68745591,Dove Body Polish Brown Sugar & Coconut Butter 298 gms X 6,Dove BP Brown Sugar & Coconut Butter 6X10.5OZ 298 gms,Dove,Skin Care,Body Polish,Brown Sugar & Coconut Butter 298 gms,298,gms,6,,24,Month,UEBV,192,8,1,,,,,,,,,799,18%,Yes,,
FG,68745590,Dove Body Polish Colloidal Oatmeal & Calendula Oil 298 gms X 6,Dove BP Colloidal Oatmeal & Calendula Oil 6X10.5OZ 298 gms,Dove,Skin Care,Body Polish,Colloidal Oatmeal & Calendula Oil 298 gms,298,gms,6,,24,Month,UEBV,192,8,1,,,,,,,,,799,18%,Yes,,
FG,68745589,Dove Body Polish Pomegranate Seeds & Shea Butter 298 gms X 6,Dove BP Pomegranate Seeds & Shea Butter 6X10.5OZ 298 gms,Dove,Skin Care,Body Polish,Pomegranate Seeds & Shea Butter 298 gms,298,gms,6,,24,Month,UEBV,192,8,1,,,,,,,,,799,18%,Yes,,
FG,68788906,Dove Shower Mousse Deeply Nourish 200 ml X 6,DOVE SHOWER MOUSSE DEEPLY NOURISH 200ML,Dove,Shower Mousse,Shower Mousse,Deeply Nourish 200 ml,200,ml,6,,24,Month,UK,330,5,1,,,,,,,,,599,18%,Yes,,
FG,68758338,Dove Shower Mousse Argan Oil 200 ml X 6,DOVE SHOWER GB/IE ARGAN OIL 6X200ML,Dove,Shower Mousse,Shower Mousse,Argan Oil 200 ml,200,ml,6,,24,Month,UK,330,5,1,,,,,,,,,599,18%,Yes,,
FG,68360333,Dove Lip Balm Hydro 4.8 gms X 24,DOVE LIP CARE HYDRO 24X4.8G,Dove,Skin Care,Lip Balm,Hydro 4.8 gms,4.8,gms,24,,24,Month,Thailand,440,11,1,,,,,,,,,199,18%,Yes,,
FG,68360332,Dove Lip Balm Essential 4.8 gms X 24,DOVE LIP CARE ESSENTIAL 24X4.8G,Dove,Skin Care,Lip Balm,Essential 4.8 gms,4.8,gms,24,,24,Month,Thailand,440,11,1,,,,,,,,,199,18%,Yes,,
FG,67892768,Dove Body Polish Kiwi & Aloe Butter 298 gms X 12,DOVE BODY POLISH KW SDS&CL ALOE 6X10.5OZ 298 gms,Dove,Skin Care,Body Polish,Kiwi & Aloe Butter 298 gms,298,gms,12,,24,Month,US,260,13,1,,,,,,,,,799,18%,Yes,,
FG,68741636,Domestos Rim Blocks Bleach 55 gms X 9,DOMESTOS CHLORINE RIM BLOCK 9X55G,Domestos,Household Care,Rim Blocks,Bleach 55 gms,55,gms,9,,24,Month,UEBV,192,8,1,,,,,,,,,249,18%,Yes,,
FG,68739895,Domestos Rim Blocks Lime 55 gms X 9,DOMESTOS RIMBLOCK LIME UKI CY 9X55G,Domestos,Household Care,Rim Blocks,Lime 55 gms,55,gms,9,,24,Month,UEBV,192,8,1,,,,,,,,,249,18%,Yes,,
FG,68739893,Domestos Rim Blocks Ocean 55 gms X 9,DOMESTOS RIMBLOCK OCEAN UKI 9X55G,Domestos,Household Care,Rim Blocks,Ocean 55 gms,55,gms,9,,24,Month,UEBV,192,8,1,,,,,,,,,249,18%,Yes,,
FG,68739892,Domestos Rim Blocks Pink Mangnolia 55 gms X 9,DOMESTOS RIMBLOCK PINK UKI CY 9X55G,Domestos,Household Care,Rim Blocks,Pink Mangnolia 55 gms,55,gms,9,,24,Month,UEBV,192,8,1,,,,,,,,,249,18%,Yes,,
FG,68818969,CLEAR MEN SH CSM CB 8X3X310ML,CLEAR MEN SH CSM CB 8X3X310ML,Clear Men,Hair Care,Shampoo,Cool Sport Menthol 310 ml,310,ml,8,,24,Month,Thailand,48,4,1,,,,,,,,,349,18%,Yes,,
FG,68681927,CLEAR MEN SH DCLN CARAT MF 8X3X320ML,CLEAR MEN SH DCLN CARAT MF 8X3X320ML,Clear Men,Hair Care,Shampoo,Deep Cleanse 320 ml,320,ml,8,,24,Month,Thailand,48,4,1,,,,,,,,,349,18%,Yes,,
FG,68681903,CLEAR MEN SH HFM CARAT MF 8X3X320ML,CLEAR MEN SH HFM CARAT MF 8X3X320ML,Clear Men,Hair Care,Shampoo,Anti-Hairfall 320 ml,320,ml,8,,24,Month,Thailand,48,4,1,,,,,,,,,349,18%,Yes,,
FG,68800133,CIF Floor Cleaners Lemongrass 1 Ltr X 12,CIF FLR LEMONGRASS PP BTL UI 12X1KG,CIF,Household Care,Floor Cleaners,Lemongrass 1 Ltr,1,ltr,12,,24,Month,Vietnam,100,5,1,,,,,,,,,249,18%,Yes,,
FG,68773152,CIF Floor Cleaners Rosemary 1 Ltr X 12,CIF HBL PINK LILY ROSMRY UI 12X1KG,CIF,Household Care,Floor Cleaners,Rosemary 1 Ltr,1,ltr,12,,24,Month,Vietnam,100,5,1,,,,,,,,,249,18%,Yes,,
FG,68773150,CIF Floor Cleaners Flow Mint 1 Ltr X 12,CIF HRBL GRN SMR FLOW MINT UI 12X1KG,CIF,Household Care,Floor Cleaners,Flow Mint 1 Ltr,1,ltr,12,,24,Month,Vietnam,100,5,1,,,,,,,,,249,18%,Yes,,
FG,68577915,CIF Spray Cleaners PS Obispo Anti-Bac 700 ml X 6,CIF P&S OBISPO ANTIBAC SPRAY UI 6X700ML,CIF,Household Care,Spray Cleaners,PS Obispo Anti-Bac 700 ml,700,ml,6,,24,Month,Turkey,175,7,1,,,,,,,,,349,18%,Yes,,
FG,69991612,CIF Spray Cleaners PS Bathroom 700 ml X 6,CIF P&S BATHRM SPRAY UI SLIPKNT 6X700ML,CIF,Household Care,Spray Cleaners,PS Bathroom 700 ml,700,ml,6,,24,Month,Turkey,175,7,1,,,,,,,,,349,18%,Yes,,
FG,69792115,CIF Cream Cleaners Pink 500 ml X 16,CIF LAC PEARL NOBIT PINK UI 16X500ML,CIF,Household Care,Cream Cleaners,Pink 500 ml,500,ml,16,,24,Month,UEBV,90,5,1,,,,,,,,,275,18%,Yes,,
FG,69792114,CIF Cream Cleaners Original 500 ml X 16,CIF LAC PEARL NOBIT WHITE UI 16X500ML,CIF,Household Care,Cream Cleaners,Original 500 ml,500,ml,16,,24,Month,UEBV,90,5,1,,,,,,,,,275,18%,Yes,,
FG,69792116,CIF Cream Cleaners Lemon 500 ml X 16,CIF LAC PEARL NOBIT LEMON UI 16X500ML,CIF,Household Care,Cream Cleaners,Lemon 500 ml,500,ml,16,,24,Month,UEBV,90,5,1,,,,,,,,,275,18%,Yes,,
FG,69991678,CIF Spray Cleaners Anti-Bac 700 ml X 6,CIF P&S ANTIBAC SPRAY UI SLIPKNT 6X700ML,CIF,Household Care,Spray Cleaners,PS Anti-Bac 700 ml,700,ml,6,,24,Month,Turkey,175,7,1,,,,,,,,,349,18%,Yes,,
FG,69991611,CIF Spray Cleaners Kitchen 700 ml X 6,CIF P&S KITCHEN SPRAY UI SLIPKNT 6X700ML,CIF,Household Care,Spray Cleaners,PS Kitchen 700 ml,700,ml,6,,24,Month,Turkey,175,7,1,,,,,,,,,349,18%,Yes,,
FG,67636280,CIF Spray Cleaners Anti-Mould 435 ml X 6,CIF SPRAY 435ML ANTI MOULD,CIF,Household Care,Spray Cleaners,Anti-Mould 435 ml,435,ml,6,,24,Month,UK,150,5,1,,,,,,,,,349,18%,Yes,,
FG,69976204,CIF Spray Cleaners Stainless Steel 435 ml X 6,"CIF Perfect Finish Stainless steel Spray 435 ML,",CIF,Household Care,Spray Cleaners,Stainless Steel 435 ml,435,ml,6,,24,Month,UK,150,5,1,,,,,,,,,349,18%,Yes,,
FG,67636276,CIF Spray Cleaners Oven & Grill 435 ml X 6,CIF SPRAY 435ML OVEN & GRILL,CIF,Household Care,Spray Cleaners,Oven & Grill 435 ml,435,ml,6,,24,Month,UK,150,5,1,,,,,,,,,349,18%,Yes,,
FG,69975623,CIF Spray Cleaners Anti-Limescale 435 ml X 6,CIF SPRAY 435ML ANTI LIMESCALE,CIF,Household Care,Spray Cleaners,Anti-Limescale 435 ml,435,ml,6,,24,Month,UK,150,5,1,,,,,,,,,349,18%,Yes,,
FG,69636664PO3,Camay Soaps Classic Red 125 gm PO3  X 24,CAMAY CLASSIC 24X3X125G,Camay,Soaps,Soaps,Classic Red 125 gm PO3,125,gms,24,,24,Month,Indonesia,225,5,1,,,,,,,,,237,18%,Yes,,
FG,69636664,Camay Soaps Classic Red 125 gm  X 72,CAMAY CLASSIC 72X125GM,Camay,Soaps,Soaps,Classic Red 125 gm,125,gms,72,,24,Month,Indonesia,75,5,1,,,,,,,,,79,18%,Yes,,
FG,69636661PO3,Camay Soaps Natural White 125 gm PO3  X 24,CAMAY NATUREL 24X3X125G,Camay,Soaps,Soaps,Natural White 125 gm PO3,125,gms,24,,24,Month,Indonesia,225,5,1,,,,,,,,,237,18%,Yes,,
FG,69636661,Camay Soaps Natural White 125 gms X 72,CAMAY NATUREL RL 72X125G,Camay,Soaps,Soaps,Natural White 125 gms,125,gms,72,,24,Month,Indonesia,75,5,1,,,,,,,,,79,18%,Yes,,
FG,69636660PO3,Camay Soaps Chic Black 125 gm PO3  X 24,CAMAY CHIC 24X3X125G,Camay,Soaps,Soaps,Chic Black 125 gm PO3,125,gms,24,,24,Month,Indonesia,225,5,1,,,,,,,,,237,18%,Yes,,
FG,69636660,Camay Soaps Chic Black 125 gm  X 72,CAMAY CHIC 72X125GM,Camay,Soaps,Soaps,Chic Black 125 gm,125,gms,72,,24,Month,Indonesia,75,5,1,,,,,,,,,79,18%,Yes,,
FG,67935666,Camay Body Wash Dynamique 500 ml X 6,CAMAY SHOWER GEL DYNAMIQUE 6X500ML,Camay,Body Wash,Body Wash,Dynamique 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,385,18%,Yes,,
FG,67935662,Camay Body Wash Lavander 500 ml X 6,CAMAY SHOWER GEL LAVANDER 6X500ML,Camay,Body Wash,Body Wash,Lavander 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,385,18%,Yes,,
FG,67935660,Camay Body Wash Hypnotique 500 ml X 6,CAMAY SHOWER GEL HYPNOTIQUE 6X500ML,Camay,Body Wash,Body Wash,Hypnotique 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,385,18%,Yes,,
FG,67935658,Camay Body Wash Strawberry 500 ml X 6,CAMAY SHOWER GEL STRAWBERRY 6X500ML,Camay,Body Wash,Body Wash,Strawberry 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,385,18%,Yes,,
FG,68535137,Brylcreem Hair Gel Tube Strong 150 ml  X 6,BRYLCREEM TUB GEL STRONG BRYLNT 6X150ML,Brylcreem,Hair Styling,Hair Gel,Tube Strong 150 ml,150,ml,6,,24,Month,UK,330,11,1,,,,,,,,,450,18%,Yes,,
FG,68535136,Brylcreem Hair Gel Tube Wet 150 ml  X 6,BRYLCREEM TUB GEL WET BRYLNT 6X150ML,Brylcreem,Hair Styling,Hair Gel,Tube Wet 150 ml,150,ml,6,,24,Month,UK,330,11,1,,,,,,,,,450,18%,Yes,,
FG,68535135,Brylcreem Hair Gel Tube Extreme 150 ml  X 6,BRYLCREEM TUB GEL EXTREME BRYLNT 6X150ML,Brylcreem,Hair Styling,Hair Gel,Tube Extreme 150 ml,150,ml,6,,24,Month,UK,330,11,1,,,,,,,,,450,18%,Yes,,
FG,67446279,Brylcreem Hair Gel Strong Hold 125 ml  X 24,BRYLCREEM STY GEL STR HLD 2D UL 24X125ML,Brylcreem,Hair Styling,Hair Gel,Strong Hold 125 ml,125,ml,24,,24,Month,Indonesia,84,7,1,,,,,,,,,375,18%,Yes,,
FG,67446273,Brylcreem Hair Gel Dandruff Control 150 ml  X 12,BRYLCREEM ST GL DDRF CTRL 2D UL 12X150ML,Brylcreem,Hair Styling,Hair Gel,Dandruff Control 150 ml,150,ml,12,,24,Month,Indonesia,145,5,1,,,,,,,,,475,18%,Yes,,
FG,67446271,Brylcreem Hair Gel Mild Hold 150 ml  X 12,BRYLCREEM ST GL 24/7 MHLD 2D UL 12X150ML,Brylcreem,Hair Styling,Hair Gel,Mild Hold 150 ml,150,ml,12,,24,Month,Indonesia,145,5,1,,,,,,,,,475,18%,Yes,,
FG,67446267,Brylcreem Hair Gel WL 150 ml  X 12,BRYLCREEM STYL GEL WL 2D UL 12X150ML,Brylcreem,Hair Styling,Hair Gel,WL 150 ml,s,ml,12,,24,Month,Indonesia,145,5,1,,,,,,,,,475,18%,Yes,,
FG,67446265,Brylcreem Hair Gel Strong Hold 150 ml  X 12,BRYLCREEM STY GEL STR HLD 2D UL 12X150ML,Brylcreem,Hair Styling,Hair Gel,Strong Hold 150 ml,150,ml,12,,24,Month,Indonesia,100,5,1,,,,,,,,,475,18%,Yes,,
FG,20256977,Brylcreem Hair Gel Aqua Light 250 ml  X 12,BRYLCREEM STCRM LITE AQU-OXY UL 12X250ML,Brylcreem,Hair Styling,Hair Gel,Aqua Light 250 ml,250,ml,12,,24,Month,Indonesia,100,5,1,,,,,,,,,699,18%,Yes,,
FG,20256975,Brylcreem Hair Gel Original 250 ml  X 12,BRYLCREEM STCRM ORIG AQU-OXY UL 12X250ML,Brylcreem,Hair Styling,Hair Gel,Original 250 ml,250,ml,12,,24,Month,Indonesia,100,5,1,,,,,,,,,699,18%,Yes,,
FG,20256973,Brylcreem Hair Gel Aqua Light 125 ml  X 24,BRYLCREEM STYCRM LIT AQU-OXY UL 24X125ML,Brylcreem,Hair Styling,Hair Gel,Aqua Light 125 ml,125,ml,24,,24,Month,Indonesia,84,7,1,,,,,,,,,375,18%,Yes,,
FG,20256972,Brylcreem Hair Gel Aqua 125 ml  X 24,BRYLCREEM STYCRM AD AQUA-OXY UL 24X125ML,Brylcreem,Hair Styling,Hair Gel,Aqua 125 ml,125,ml,24,,24,Month,Indonesia,84,7,1,,,,,,,,,375,18%,Yes,,
FG,20256971,Brylcreem Hair Gel Original 125 ml  X 24,BRYLCREEM STCRM ORIG AQU-OXY UL 24X125ML,Brylcreem,Hair Styling,Hair Gel,Original 125 ml,125,ml,24,,24,Month,Indonesia,84,7,1,,,,,,,,,375,18%,Yes,,
FG,62740385,Brut Deos Oud 200 ml X 24,BRUT BS OUD MANHATTAN UK-ALFIE 24X200ML,Brut,Deodrants and Fragrances,Deos,Oud 200 ml,200,ml,24,,24,Month,Barony,96,8,1,,,,,,,,,399,18%,Yes,,
FG,62740386,Brut Deos Identity 200 ml X 24,BRUT BS INS IDNTITY MHT UKALFIE 24X200ML,Brut,Deodrants and Fragrances,Deos,Identity 200 ml,200,ml,24,,24,Month,Barony,96,8,1,,,,,,,,,399,18%,Yes,,
FG,62740435,Brut Deos Attraction 200 ml X 24,BRUT BS ATRCTN TTLE MHT UKALFIE 24X200ML,Brut,Deodrants and Fragrances,Deos,Attraction 200 ml,200,ml,24,,24,Month,Barony,96,8,1,,,,,,,,,399,18%,Yes,,
FG,62740439,Brut Deos Sport Style 200 ml X 24,BRUT BS SPORT STYLE MHT UKALFIE 24X200ML,Brut,Deodrants and Fragrances,Deos,Sport Style 200 ml,200,ml,24,,24,Month,Barony,96,8,1,,,,,,,,,399,18%,Yes,,
FG,62740436,Brut Deos Original 200 ml X 24,BRUT BS ORIGINAL MNHTAN UKALFIE 24X200ML,Brut,Deodrants and Fragrances,Deos,Original 200 ml,200,ml,24,,24,Month,Barony,96,8,1,,,,,,,,,399,18%,Yes,,
FG,62740437,Brut Deos Ocean 200 ml X 24,BRUT BS OCEANS MANHATTN UKALFIE 24X200ML,Brut,Deodrants and Fragrances,Deos,Ocean 200 ml,200,ml,24,,24,Month,Barony,96,8,1,,,,,,,,,399,18%,Yes,,
FG,62740438,Brut Deos Musk 200 ml X 24,BRUT BS MUSK MANHATTAN UK-ALFIE 24X200ML,Brut,Deodrants and Fragrances,Deos,Musk 200 ml,200,ml,24,,24,Month,Barony,96,8,1,,,,,,,,,399,18%,Yes,,
FG,68207463,Brut EDT SDL Original 100 ml X 48,Brut EDT Original SDL,Brut,Deodrants and Fragrances,EDT,SDL Original 100 ml,100,ml,48,,24,Month,UEBV,133,19,1,,,,,,,,,599,18%,Yes,,
FG,68207435,Brut Aftershave SDL Original 100 ml X 48,Brut Aftershave Original SDL,Brut,Aftershave,Aftershave,SDL Original 100 ml,100,ml,48,,24,Month,UEBV,133,19,1,,,,,,,,,599,18%,Yes,,
FG,69743562,Brut Body Wash Attraction 500 ml X 6,BRUT SHOWER GEL ATTRCTN TOTAL 6X500ML,Brut,Body Wash,Body Wash,Attraction 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,449,18%,Yes,,
FG,69743560,Brut Body Wash Original 500 ml X 6,BRUT SHOWER GEL ORIGINAL 6X500ML,Brut,Body Wash,Body Wash,Original 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,449,18%,Yes,,
FG,69743558,Brut Body Wash Sport Style 500 ml X 6,BRUT SHOWER GEL SPORTS STYLE 6X500ML,Brut,Body Wash,Body Wash,Sport Style 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,449,18%,Yes,,
FG,67896571,Brut EDT SDL Plexi Silver 100 ml X 24,Brut EDT Original Plexi ( Silver ) SDL,Brut,Deodrants and Fragrances,EDT,SDL Plexi Silver 100 ml,100,ml,24,,24,Month,UEBV,133,19,1,,,,,,,,,1599,18%,Yes,,
FG,67896558,Brut EDT SDL Musk 100 ml X 48,Brut EDT Musk SDL,Brut,Deodrants and Fragrances,EDT,SDL Musk 100 ml,100,ml,48,,24,Month,UEBV,133,19,1,,,,,,,,,599,18%,Yes,,
FG,XBLA100,Axe Body Wash Sport Blast K 400 ml  X 12,AXE BW SPORTS BLAST 12X400ML,Axe,Body Wash,Body Wash,Sport Blast K 400 ml,400,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,380,18%,Yes,,
FG,XBKZ900,Axe Body Wash Dark Temptation K 400 ml  X 12,AXE BW DARK TEMPTATION 12X400ML,Axe,Body Wash,Body Wash,Dark Temptation K 400 ml,400,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,380,18%,Yes,,
FG,XBKZ800,Axe Body Wash Africa K 400 ml  X 12,AXE BW AFRICA 12X400ML,Axe,Body Wash,Body Wash,Africa K 400 ml,400,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,380,18%,Yes,,
FG,XBKZ600,Axe Body Wash Sport Blast K 250 ml  X 12,AXE BW SPORT BLAST 12X250ML,Axe,Body Wash,Body Wash,Sport Blast K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ500,Axe Body Wash Africa K 250 ml  X 12,AXE BW AFRICA 12X250ML,Axe,Body Wash,Body Wash,Africa K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ400,Axe Body Wash Apollo K 250 ml  X 12,AXE BW APOLLO 12X250ML,Axe,Body Wash,Body Wash,Apollo K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ300,Axe Body Wash Excite K 250 ml  X 12,AXE BW EXCITE 12X250ML,Axe,Body Wash,Body Wash,Excite K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ200,Axe Body Wash Black K 250 ml  X 12,AXE BW BLACK 12X250ML,Axe,Body Wash,Body Wash,Black K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ100,Axe Body Wash Alaska K 250 ml  X 12,AXE BW ALASKA 12X250ML,Axe,Body Wash,Body Wash,Alaska K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKY900,Axe Body Wash Dark Temptation K 250 ml  X 12,AXE BW DARK TEMPTATION 12X250ML,Axe,Body Wash,Body Wash,Dark Temptation K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
